epoch,t_total_s,train_gpu,train_rmse,train_mae,train_er,val_rmse,val_mae,val_er,u_rmse,u_mae,u_er
103,501.840954,33.556196,1.53842e-01,9.53451e-02,2.65494e+00,2.27545e-01,1.43548e-01,3.85588e+00,2.34321e-01,1.49062e-01,3.96376e+00
104,506.366582,33.883393,1.51157e-01,9.40946e-02,2.60861e+00,2.23993e-01,1.41424e-01,3.79569e+00,2.30679e-01,1.46835e-01,3.90216e+00
105,510.872436,34.211519,1.48475e-01,9.28557e-02,2.56232e+00,2.20412e-01,1.39289e-01,3.73501e+00,2.27006e-01,1.44596e-01,3.84002e+00
106,515.409557,34.535035,1.45796e-01,9.16287e-02,2.51608e+00,2.16804e-01,1.37146e-01,3.67386e+00,2.23303e-01,1.42346e-01,3.77738e+00
107,519.967516,34.875766,1.43120e-01,9.04138e-02,2.46991e+00,2.13170e-01,1.34996e-01,3.61229e+00,2.19572e-01,1.40086e-01,3.71427e+00
108,524.532212,35.174219,1.40450e-01,8.92113e-02,2.42382e+00,2.09512e-01,1.32840e-01,3.55031e+00,2.15815e-01,1.37819e-01,3.65072e+00
109,529.066616,35.483620,1.37785e-01,8.80215e-02,2.37784e+00,2.05834e-01,1.30680e-01,3.48797e+00,2.12036e-01,1.35545e-01,3.58678e+00
110,533.629998,35.822894,1.35128e-01,8.68453e-02,2.33198e+00,2.02136e-01,1.28518e-01,3.42531e+00,2.08235e-01,1.33268e-01,3.52249e+00
111,538.172488,36.144098,1.32480e-01,8.56832e-02,2.28628e+00,1.98421e-01,1.26357e-01,3.36237e+00,2.04416e-01,1.30990e-01,3.45788e+00
112,542.686997,36.472297,1.29843e-01,8.45358e-02,2.24077e+00,1.94693e-01,1.24198e-01,3.29919e+00,2.00581e-01,1.28714e-01,3.39301e+00
113,547.187013,36.787441,1.27219e-01,8.34045e-02,2.19549e+00,1.90954e-01,1.22045e-01,3.23583e+00,1.96733e-01,1.26441e-01,3.32793e+00
114,551.765218,37.129103,1.24610e-01,8.22899e-02,2.15046e+00,1.87207e-01,1.19899e-01,3.17233e+00,1.92876e-01,1.24175e-01,3.26268e+00
115,556.319239,37.449503,1.22018e-01,8.11923e-02,2.10574e+00,1.83455e-01,1.17763e-01,3.10875e+00,1.89013e-01,1.21918e-01,3.19733e+00
116,560.831100,37.775985,1.19447e-01,8.01117e-02,2.06136e+00,1.79702e-01,1.15638e-01,3.04515e+00,1.85147e-01,1.19671e-01,3.13194e+00
117,565.381437,38.105937,1.16898e-01,7.90480e-02,2.01738e+00,1.75951e-01,1.13525e-01,2.98159e+00,1.81282e-01,1.17436e-01,3.06656e+00
118,569.899260,38.437966,1.14375e-01,7.80001e-02,1.97384e+00,1.72206e-01,1.11424e-01,2.91814e+00,1.77422e-01,1.15213e-01,3.00126e+00
119,574.458335,38.772438,1.11882e-01,7.69676e-02,1.93081e+00,1.68472e-01,1.09338e-01,2.85486e+00,1.73571e-01,1.13004e-01,2.93612e+00
120,579.097858,39.109459,1.09421e-01,7.59504e-02,1.88834e+00,1.64752e-01,1.07267e-01,2.79182e+00,1.69734e-01,1.10809e-01,2.87121e+00
121,583.540821,39.418262,1.06996e-01,7.49492e-02,1.84649e+00,1.61051e-01,1.05213e-01,2.72911e+00,1.65914e-01,1.08631e-01,2.80660e+00
122,588.098022,39.749764,1.04611e-01,7.39648e-02,1.80533e+00,1.57374e-01,1.03178e-01,2.66680e+00,1.62118e-01,1.06473e-01,2.74238e+00
123,592.616497,40.087199,1.02269e-01,7.29985e-02,1.76492e+00,1.53725e-01,1.01165e-01,2.60496e+00,1.58349e-01,1.04338e-01,2.67862e+00
124,597.067049,40.419240,9.99747e-02,7.20518e-02,1.72532e+00,1.50109e-01,9.91782e-02,2.54368e+00,1.54612e-01,1.02229e-01,2.61540e+00
125,601.531502,40.742860,9.77316e-02,7.11266e-02,1.68661e+00,1.46530e-01,9.72196e-02,2.48304e+00,1.50912e-01,1.00149e-01,2.55282e+00
126,606.121783,41.064165,9.55435e-02,7.02244e-02,1.64885e+00,1.42995e-01,9.52925e-02,2.42313e+00,1.47255e-01,9.81020e-02,2.49096e+00
127,610.683963,41.421222,9.34143e-02,6.93469e-02,1.61211e+00,1.39507e-01,9.34005e-02,2.36403e+00,1.43645e-01,9.60913e-02,2.42990e+00
128,615.230833,41.740941,9.13476e-02,6.84956e-02,1.57644e+00,1.36072e-01,9.15463e-02,2.30582e+00,1.40088e-01,9.41203e-02,2.36972e+00
129,619.758357,42.039926,8.93468e-02,6.76719e-02,1.54191e+00,1.32694e-01,8.97326e-02,2.24858e+00,1.36587e-01,9.21921e-02,2.31051e+00
130,624.297710,42.363316,8.74150e-02,6.68772e-02,1.50857e+00,1.29378e-01,8.79625e-02,2.19239e+00,1.33149e-01,9.03099e-02,2.25234e+00
131,628.853481,42.705498,8.55552e-02,6.61128e-02,1.47648e+00,1.26129e-01,8.62396e-02,2.13733e+00,1.29777e-01,8.84766e-02,2.19531e+00
132,633.448685,43.015645,8.37698e-02,6.53804e-02,1.44566e+00,1.22950e-01,8.45663e-02,2.08346e+00,1.26477e-01,8.66951e-02,2.13947e+00
133,637.985502,43.326121,8.20608e-02,6.46813e-02,1.41617e+00,1.19846e-01,8.29453e-02,2.03086e+00,1.23251e-01,8.49682e-02,2.08490e+00
134,642.561785,43.634614,8.04299e-02,6.40168e-02,1.38803e+00,1.16820e-01,8.13791e-02,1.97958e+00,1.20104e-01,8.32986e-02,2.03167e+00
135,647.077476,43.910998,7.88781e-02,6.33876e-02,1.36125e+00,1.13875e-01,7.98701e-02,1.92968e+00,1.17039e-01,8.16891e-02,1.97982e+00
136,651.607220,44.222755,7.74060e-02,6.27945e-02,1.33584e+00,1.11015e-01,7.84206e-02,1.88122e+00,1.14059e-01,8.01420e-02,1.92941e+00
137,656.146645,44.551163,7.60136e-02,6.22377e-02,1.31181e+00,1.08242e-01,7.70331e-02,1.83423e+00,1.11167e-01,7.86594e-02,1.88049e+00
138,660.682221,44.887209,7.47003e-02,6.17178e-02,1.28915e+00,1.05558e-01,7.57090e-02,1.78875e+00,1.08365e-01,7.72427e-02,1.83310e+00
139,665.232569,45.217747,7.34650e-02,6.12358e-02,1.26783e+00,1.02965e-01,7.44489e-02,1.74480e+00,1.05655e-01,7.58939e-02,1.78725e+00
140,669.756947,45.528761,7.23061e-02,6.07916e-02,1.24783e+00,1.00463e-01,7.32546e-02,1.70241e+00,1.03038e-01,7.46140e-02,1.74299e+00
141,674.386700,45.867085,7.12216e-02,6.03841e-02,1.22911e+00,9.80542e-02,7.21260e-02,1.66159e+00,1.00515e-01,7.34037e-02,1.70031e+00
142,679.016324,46.221193,7.02091e-02,6.00122e-02,1.21164e+00,9.57382e-02,7.10641e-02,1.62234e+00,9.80874e-02,7.22629e-02,1.65924e+00
143,683.508348,46.563732,6.92656e-02,5.96743e-02,1.19536e+00,9.35152e-02,7.00677e-02,1.58467e+00,9.57543e-02,7.11912e-02,1.61977e+00
144,687.978258,46.887470,6.83881e-02,5.93693e-02,1.18021e+00,9.13848e-02,6.91352e-02,1.54857e+00,9.35157e-02,7.01867e-02,1.58191e+00
145,692.455904,47.212752,6.75733e-02,5.90948e-02,1.16615e+00,8.93463e-02,6.82641e-02,1.51403e+00,9.13713e-02,6.92470e-02,1.54563e+00
146,696.920491,47.542569,6.68178e-02,5.88480e-02,1.15311e+00,8.73987e-02,6.74506e-02,1.48102e+00,8.93203e-02,6.83689e-02,1.51094e+00
147,701.403656,47.886425,6.61181e-02,5.86254e-02,1.14104e+00,8.55410e-02,6.66909e-02,1.44954e+00,8.73616e-02,6.75483e-02,1.47781e+00
148,705.902407,48.224738,6.54707e-02,5.84241e-02,1.12987e+00,8.37717e-02,6.59810e-02,1.41956e+00,8.54941e-02,6.67802e-02,1.44621e+00
149,710.528362,48.551836,6.48722e-02,5.82412e-02,1.11954e+00,8.20893e-02,6.53161e-02,1.39105e+00,8.37163e-02,6.60599e-02,1.41614e+00
150,715.099921,48.876052,6.43192e-02,5.80734e-02,1.10999e+00,8.04923e-02,6.46920e-02,1.36399e+00,8.20270e-02,6.53831e-02,1.38756e+00
151,719.669947,49.187861,6.38086e-02,5.79188e-02,1.10118e+00,7.89789e-02,6.41041e-02,1.33834e+00,8.04243e-02,6.47460e-02,1.36045e+00
152,724.282775,49.528383,6.33373e-02,5.77749e-02,1.09305e+00,7.75472e-02,6.35499e-02,1.31408e+00,7.89067e-02,6.41455e-02,1.33478e+00
153,728.951695,49.848421,6.29026e-02,5.76408e-02,1.08555e+00,7.61955e-02,6.30269e-02,1.29118e+00,7.74724e-02,6.35794e-02,1.31052e+00
154,733.448858,50.163482,6.25018e-02,5.75156e-02,1.07863e+00,7.49217e-02,6.25340e-02,1.26959e+00,7.61195e-02,6.30460e-02,1.28763e+00
155,738.018390,50.516147,6.21324e-02,5.73988e-02,1.07226e+00,7.37241e-02,6.20706e-02,1.24930e+00,7.48464e-02,6.25446e-02,1.26610e+00
156,742.599315,50.850677,6.17923e-02,5.72900e-02,1.06638e+00,7.26003e-02,6.16360e-02,1.23025e+00,7.36508e-02,6.20744e-02,1.24587e+00
157,747.167456,51.157592,6.14792e-02,5.71889e-02,1.06098e+00,7.15483e-02,6.12297e-02,1.21243e+00,7.25308e-02,6.16348e-02,1.22693e+00
158,751.703720,51.480276,6.11915e-02,5.70950e-02,1.05602e+00,7.05665e-02,6.08511e-02,1.19579e+00,7.14845e-02,6.12254e-02,1.20923e+00
159,756.227922,51.793892,6.09272e-02,5.70083e-02,1.05146e+00,6.96518e-02,6.04993e-02,1.18029e+00,7.05093e-02,6.08453e-02,1.19273e+00
160,760.763308,52.105354,6.06846e-02,5.69282e-02,1.04727e+00,6.88023e-02,6.01736e-02,1.16590e+00,6.96030e-02,6.04938e-02,1.17740e+00
161,765.309214,52.432042,6.04624e-02,5.68546e-02,1.04343e+00,6.80157e-02,5.98733e-02,1.15257e+00,6.87632e-02,6.01699e-02,1.16320e+00
162,769.832718,52.739472,6.02591e-02,5.67875e-02,1.03993e+00,6.72889e-02,5.95979e-02,1.14025e+00,6.79870e-02,5.98725e-02,1.15007e+00
