epoch,t_total_s,train_gpu,train_rmse,train_mae,train_er,val_rmse,val_mae,val_er,u_rmse,u_mae,u_er
48,114.253921,28.683683,2.66063e-01,2.06392e-01,3.96398e+01,2.85163e-01,2.21244e-01,4.46508e+01,3.03033e-01,2.35996e-01,4.76869e+01
49,115.734912,29.261957,2.58389e-01,2.00359e-01,3.84966e+01,2.77543e-01,2.15254e-01,4.34578e+01,2.95433e-01,2.30054e-01,4.64910e+01
50,117.267308,29.935063,2.50739e-01,1.94346e-01,3.73568e+01,2.69915e-01,2.09260e-01,4.22634e+01,2.87796e-01,2.24084e-01,4.52891e+01
51,118.745209,30.556643,2.43118e-01,1.88357e-01,3.62215e+01,2.62285e-01,2.03266e-01,4.10686e+01,2.80127e-01,2.18090e-01,4.40822e+01
52,120.154612,31.092679,2.35535e-01,1.82400e-01,3.50916e+01,2.54660e-01,1.97279e-01,3.98747e+01,2.72433e-01,2.12076e-01,4.28715e+01
53,121.587690,31.655719,2.27994e-01,1.76480e-01,3.39681e+01,2.47046e-01,1.91303e-01,3.86825e+01,2.64720e-01,2.06050e-01,4.16578e+01
54,123.022806,32.234916,2.20504e-01,1.70601e-01,3.28522e+01,2.39450e-01,1.85344e-01,3.74931e+01,2.56997e-01,2.00015e-01,4.04425e+01
55,124.470342,32.800255,2.13070e-01,1.64769e-01,3.17447e+01,2.31879e-01,1.79407e-01,3.63076e+01,2.49269e-01,1.93978e-01,3.92264e+01
56,125.927348,33.368340,2.05699e-01,1.58990e-01,3.06464e+01,2.24339e-01,1.73498e-01,3.51269e+01,2.41544e-01,1.87943e-01,3.80106e+01
57,127.340550,33.917842,1.98396e-01,1.53267e-01,2.95584e+01,2.16835e-01,1.67621e-01,3.39521e+01,2.33828e-01,1.81916e-01,3.67964e+01
58,128.807376,34.529301,1.91167e-01,1.47605e-01,2.84813e+01,2.09375e-01,1.61782e-01,3.27840e+01,2.26127e-01,1.75903e-01,3.55846e+01
59,130.309549,35.145400,1.84017e-01,1.42010e-01,2.74161e+01,2.01965e-01,1.55985e-01,3.16236e+01,2.18450e-01,1.69909e-01,3.43765e+01
60,131.754083,35.716538,1.76952e-01,1.36484e-01,2.63635e+01,1.94609e-01,1.50236e-01,3.04719e+01,2.10803e-01,1.63939e-01,3.31731e+01
61,133.242428,36.303779,1.69976e-01,1.31032e-01,2.53242e+01,1.87315e-01,1.44538e-01,2.93298e+01,2.03193e-01,1.57999e-01,3.19755e+01
62,134.720130,36.923726,1.63094e-01,1.25658e-01,2.42989e+01,1.80088e-01,1.38896e-01,2.81982e+01,1.95626e-01,1.52094e-01,3.07848e+01
63,136.183015,37.517675,1.56311e-01,1.20365e-01,2.32883e+01,1.72934e-01,1.33316e-01,2.70780e+01,1.88110e-01,1.46229e-01,2.96020e+01
64,137.674216,38.146672,1.49631e-01,1.15157e-01,2.22930e+01,1.65858e-01,1.27801e-01,2.59700e+01,1.80652e-01,1.40411e-01,2.84283e+01
65,139.176583,38.734505,1.43058e-01,1.10037e-01,2.13137e+01,1.58866e-01,1.22356e-01,2.48752e+01,1.73258e-01,1.34644e-01,2.72648e+01
66,140.656706,39.305876,1.36596e-01,1.05007e-01,2.03510e+01,1.51963e-01,1.16985e-01,2.37944e+01,1.65936e-01,1.28934e-01,2.61126e+01
67,142.115917,39.908406,1.30249e-01,1.00072e-01,1.94054e+01,1.45156e-01,1.11692e-01,2.27285e+01,1.58693e-01,1.23286e-01,2.49728e+01
68,143.545377,40.470786,1.24021e-01,9.52330e-02,1.84775e+01,1.38450e-01,1.06481e-01,2.16784e+01,1.51536e-01,1.17707e-01,2.38465e+01
69,145.036972,41.068928,1.17916e-01,9.04937e-02,1.75679e+01,1.31849e-01,1.01357e-01,2.06450e+01,1.44472e-01,1.12201e-01,2.27350e+01
70,146.461899,41.637621,1.11937e-01,8.58568e-02,1.66772e+01,1.25361e-01,9.63241e-02,1.96291e+01,1.37510e-01,1.06775e-01,2.16392e+01
71,147.866148,42.189426,1.06089e-01,8.13248e-02,1.58058e+01,1.18991e-01,9.13863e-02,1.86316e+01,1.30655e-01,1.01433e-01,2.05605e+01
72,149.284170,42.731022,1.00374e-01,7.69004e-02,1.49544e+01,1.12744e-01,8.65477e-02,1.76534e+01,1.23916e-01,9.61830e-02,1.95000e+01
73,150.781829,43.348220,9.47970e-02,7.25860e-02,1.41235e+01,1.06626e-01,8.18127e-02,1.66954e+01,1.17300e-01,9.10295e-02,1.84589e+01
74,152.203018,43.913066,8.93616e-02,6.83845e-02,1.33137e+01,1.00643e-01,7.71855e-02,1.57586e+01,1.10815e-01,8.59788e-02,1.74384e+01
75,153.647072,44.466327,8.40715e-02,6.42983e-02,1.25256e+01,9.48008e-02,7.26703e-02,1.48439e+01,1.04469e-01,8.10368e-02,1.64398e+01
76,155.096383,45.039612,7.89307e-02,6.03301e-02,1.17596e+01,8.91059e-02,6.82716e-02,1.39522e+01,9.82694e-02,7.62095e-02,1.54642e+01
77,156.641399,45.638419,7.39431e-02,5.64825e-02,1.10166e+01,8.35642e-02,6.39936e-02,1.30845e+01,9.22245e-02,7.15029e-02,1.45130e+01
78,158.184232,46.308995,6.91127e-02,5.27581e-02,1.02969e+01,7.81816e-02,5.98406e-02,1.22417e+01,8.63420e-02,6.69231e-02,1.35872e+01
79,159.607591,46.864876,6.44436e-02,4.91596e-02,9.60125e+00,7.29642e-02,5.58169e-02,1.14247e+01,8.06298e-02,6.24760e-02,1.26883e+01
80,161.089201,47.445388,5.99397e-02,4.56896e-02,8.93024e+00,6.79181e-02,5.19267e-02,1.06346e+01,7.50955e-02,5.81674e-02,1.18174e+01
81,162.525957,48.011964,5.56052e-02,4.23505e-02,8.28445e+00,6.30491e-02,4.81740e-02,9.87224e+00,6.97469e-02,5.40031e-02,1.09757e+01
82,163.976091,48.605849,5.14439e-02,3.91448e-02,7.66447e+00,5.83632e-02,4.45630e-02,9.13851e+00,6.45912e-02,4.99886e-02,1.01644e+01
83,165.470764,49.242370,4.74598e-02,3.60747e-02,7.07088e+00,5.38658e-02,4.10974e-02,8.43432e+00,5.96356e-02,4.61290e-02,9.38457e+00
84,166.901933,49.815722,4.36564e-02,3.31425e-02,6.50424e+00,4.95624e-02,3.77809e-02,7.76048e+00,5.48868e-02,4.24293e-02,8.63728e+00
85,168.326114,50.382637,4.00374e-02,3.03500e-02,5.96505e+00,4.54578e-02,3.46166e-02,7.11779e+00,5.03511e-02,3.88940e-02,7.92352e+00
86,169.782368,50.977843,3.66060e-02,2.76988e-02,5.45382e+00,4.15567e-02,3.16071e-02,6.50696e+00,4.60343e-02,3.55270e-02,7.24420e+00
87,171.229564,51.567757,3.33651e-02,2.51901e-02,4.97097e+00,3.78632e-02,2.87548e-02,5.92863e+00,4.19414e-02,3.23318e-02,6.60013e+00
88,172.674797,52.155599,3.03173e-02,2.28247e-02,4.51689e+00,3.43808e-02,2.60616e-02,5.38335e+00,3.80771e-02,2.93111e-02,5.99201e+00
89,174.105653,52.730624,2.74649e-02,2.06030e-02,4.09191e+00,3.11125e-02,2.35287e-02,4.87160e+00,3.44448e-02,2.64668e-02,5.42042e+00
90,175.517826,53.285173,2.48094e-02,1.85249e-02,3.69628e+00,2.80606e-02,2.11562e-02,4.39373e+00,3.10475e-02,2.38001e-02,4.88581e+00
91,176.968311,53.867926,2.23522e-02,1.65895e-02,3.33018e+00,2.52267e-02,1.89442e-02,3.94999e+00,2.78872e-02,2.13112e-02,4.38848e+00
92,178.475094,54.516788,2.00939e-02,1.47954e-02,2.99372e+00,2.26116e-02,1.68914e-02,3.54052e+00,2.49649e-02,1.89994e-02,3.92862e+00
93,179.932583,55.103184,1.80345e-02,1.31406e-02,2.68691e+00,2.02154e-02,1.49960e-02,3.16533e+00,2.22808e-02,1.68632e-02,3.50623e+00
94,181.442934,55.691219,1.61736e-02,1.16222e-02,2.40965e+00,1.80375e-02,1.32554e-02,2.82431e+00,1.98341e-02,1.48997e-02,3.12121e+00
95,182.902924,56.266206,1.45095e-02,1.02370e-02,2.16172e+00,1.60763e-02,1.16659e-02,2.51723e+00,1.76232e-02,1.31053e-02,2.77328e+00
96,184.371136,56.837616,1.30397e-02,8.98060e-03,1.94275e+00,1.43293e-02,1.02230e-02,2.24368e+00,1.56452e-02,1.14754e-02,2.46201e+00
97,185.887819,57.485572,1.17603e-02,7.84832e-03,1.75213e+00,1.27929e-02,8.92144e-03,2.00311e+00,1.38963e-02,1.00042e-02,2.18679e+00
98,187.345597,58.075178,1.06652e-02,6.83463e-03,1.58897e+00,1.14618e-02,7.75519e-03,1.79468e+00,1.23713e-02,8.68513e-03,1.94682e+00
99,188.848259,58.682872,9.74605e-03,5.93349e-03,1.45203e+00,1.03288e-02,6.71764e-03,1.61728e+00,1.10633e-02,7.51084e-03,1.74098e+00
100,190.370413,59.260072,8.99153e-03,5.13839e-03,1.33962e+00,9.38408e-03,5.80147e-03,1.46936e+00,9.96288e-03,6.47316e-03,1.56781e+00
101,191.837707,59.870315,8.38712e-03,4.44237e-03,1.24957e+00,8.61468e-03,4.99875e-03,1.34889e+00,9.05762e-03,5.56337e-03,1.42536e+00
102,193.339082,60.508204,7.91548e-03,3.83819e-03,1.17930e+00,8.00416e-03,4.30129e-03,1.25329e+00,8.33166e-03,4.77233e-03,1.31111e+00
103,194.774815,61.086997,7.55729e-03,3.31844e-03,1.12594e+00,7.53309e-03,3.70072e-03,1.17953e+00,7.76551e-03,4.09059e-03,1.22202e+00
104,196.197587,61.642725,7.29258e-03,2.87560e-03,1.08650e+00,7.17997e-03,3.18844e-03,1.12424e+00,7.33684e-03,3.50850e-03,1.15457e+00
105,197.692782,62.204629,7.10210e-03,2.50214e-03,1.05812e+00,6.92281e-03,2.75584e-03,1.08397e+00,7.02188e-03,3.01650e-03,1.10500e+00
106,199.185646,62.818839,6.96852e-03,2.19069e-03,1.03822e+00,6.74075e-03,2.39455e-03,1.05547e+00,6.79721e-03,2.60508e-03,1.06965e+00
107,200.620854,63.366481,6.87713e-03,1.93409e-03,1.02460e+00,6.61528e-03,2.09637e-03,1.03582e+00,6.64144e-03,2.26506e-03,1.04513e+00
108,202.128008,63.947786,6.81608e-03,1.72546e-03,1.01551e+00,6.53101e-03,1.85342e-03,1.02263e+00,6.53633e-03,1.98758e-03,1.02859e+00
109,203.579925,64.521324,6.77622e-03,1.55824e-03,1.00957e+00,6.47580e-03,1.65821e-03,1.01398e+00,6.46721e-03,1.76425e-03,1.01771e+00
110,205.000925,65.063673,6.75078e-03,1.42633e-03,1.00578e+00,6.44049e-03,1.50375e-03,1.00845e+00,6.42286e-03,1.58723e-03,1.01074e+00
111,206.517618,65.678324,6.73491e-03,1.32404e-03,1.00341e+00,6.41842e-03,1.38359e-03,1.00500e+00,6.39508e-03,1.44922e-03,1.00636e+00
112,207.944406,66.211666,6.72523e-03,1.24617e-03,1.00197e+00,6.40496e-03,1.29183e-03,1.00289e+00,6.37809e-03,1.34356e-03,1.00369e+00
113,209.408208,66.767813,6.71946e-03,1.18804e-03,1.00111e+00,6.39694e-03,1.22314e-03,1.00163e+00,6.36794e-03,1.26422e-03,1.00209e+00
114,210.880251,67.360718,6.71610e-03,1.14554e-03,1.00061e+00,6.39228e-03,1.17275e-03,1.00090e+00,6.36202e-03,1.20590e-03,1.00116e+00
115,212.421110,67.961934,6.71419e-03,1.11510e-03,1.00033e+00,6.38964e-03,1.13658e-03,1.00049e+00,6.35866e-03,1.16394e-03,1.00063e+00
116,213.964252,68.537096,6.71313e-03,1.09374e-03,1.00017e+00,6.38818e-03,1.11117e-03,1.00026e+00,6.35679e-03,1.13442e-03,1.00034e+00
117,215.518803,69.103536,6.71256e-03,1.07906e-03,1.00008e+00,6.38740e-03,1.09370e-03,1.00014e+00,6.35578e-03,1.11412e-03,1.00018e+00
118,217.017296,69.681976,6.71225e-03,1.06919e-03,1.00004e+00,6.38700e-03,1.08196e-03,1.00008e+00,6.35526e-03,1.10049e-03,1.00010e+00
119,218.419475,70.216151,6.71210e-03,1.06273e-03,1.00001e+00,6.38679e-03,1.07430e-03,1.00004e+00,6.35499e-03,1.09160e-03,1.00005e+00
120,219.964131,70.880672,6.71202e-03,1.05873e-03,1.00000e+00,6.38669e-03,1.06955e-03,1.00003e+00,6.35485e-03,1.08610e-03,1.00003e+00
121,221.425494,71.475471,6.71198e-03,1.05641e-03,9.99998e-01,6.38665e-03,1.06680e-03,1.00002e+00,6.35479e-03,1.08292e-03,1.00002e+00
122,222.945709,72.076529,6.71197e-03,1.05518e-03,9.99995e-01,6.38663e-03,1.06534e-03,1.00002e+00,6.35476e-03,1.08124e-03,1.00002e+00
123,224.486024,72.648935,6.71196e-03,1.05459e-03,9.99994e-01,6.38662e-03,1.06464e-03,1.00002e+00,6.35475e-03,1.08045e-03,1.00002e+00
124,225.984750,73.270005,6.71195e-03,1.05431e-03,9.99993e-01,6.38662e-03,1.06433e-03,1.00002e+00,6.35474e-03,1.08010e-03,1.00002e+00
125,227.399972,73.808779,6.71195e-03,1.05421e-03,9.99993e-01,6.38662e-03,1.06423e-03,1.00002e+00,6.35474e-03,1.08000e-03,1.00002e+00
126,228.873525,74.380588,6.71195e-03,1.05418e-03,9.99993e-01,6.38662e-03,1.06421e-03,1.00002e+00,6.35474e-03,1.07999e-03,1.00002e+00
127,230.313970,74.954151,6.71195e-03,1.05417e-03,9.99993e-01,6.38662e-03,1.06423e-03,1.00002e+00,6.35474e-03,1.08003e-03,1.00002e+00
128,231.776257,75.549329,6.71195e-03,1.05418e-03,9.99993e-01,6.38662e-03,1.06426e-03,1.00002e+00,6.35475e-03,1.08009e-03,1.00002e+00
129,233.318618,76.223021,6.71195e-03,1.05418e-03,9.99993e-01,6.38662e-03,1.06429e-03,1.00002e+00,6.35475e-03,1.08014e-03,1.00002e+00
