epoch,t_total_s,train_gpu,train_rmse,train_mae,train_er,val_rmse,val_mae,val_er,u_rmse,u_mae,u_er
61,61.483468,28.090401,7.62588e-02,1.85141e-02,2.76151e+01,7.57867e-02,1.83271e-02,2.84426e+01,7.61190e-02,1.84644e-02,2.99079e+01
62,62.291669,28.562430,7.40630e-02,1.76900e-02,2.68199e+01,7.35883e-02,1.75078e-02,2.76176e+01,7.39253e-02,1.76406e-02,2.90460e+01
63,63.080787,29.019806,7.19276e-02,1.68881e-02,2.60467e+01,7.14501e-02,1.67107e-02,2.68151e+01,7.17921e-02,1.68390e-02,2.82078e+01
64,63.879613,29.496351,6.98541e-02,1.61080e-02,2.52958e+01,6.93737e-02,1.59353e-02,2.60358e+01,6.97211e-02,1.60592e-02,2.73941e+01
65,64.636732,29.960570,6.78434e-02,1.53496e-02,2.45677e+01,6.73601e-02,1.51816e-02,2.52801e+01,6.77131e-02,1.53012e-02,2.66052e+01
66,65.442526,30.471743,6.58960e-02,1.46134e-02,2.38625e+01,6.54098e-02,1.44501e-02,2.45482e+01,6.57686e-02,1.45655e-02,2.58411e+01
67,66.184254,30.918519,6.40116e-02,1.38999e-02,2.31801e+01,6.35226e-02,1.37414e-02,2.38399e+01,6.38875e-02,1.38526e-02,2.51020e+01
68,66.948893,31.388682,6.21897e-02,1.32100e-02,2.25203e+01,6.16982e-02,1.30562e-02,2.31552e+01,6.20692e-02,1.31633e-02,2.43876e+01
69,67.783116,31.888723,6.04294e-02,1.25444e-02,2.18829e+01,5.99356e-02,1.23953e-02,2.24937e+01,6.03128e-02,1.24985e-02,2.36975e+01
70,68.577062,32.388281,5.87293e-02,1.19038e-02,2.12672e+01,5.82336e-02,1.17594e-02,2.18550e+01,5.86170e-02,1.18588e-02,2.30312e+01
71,69.355479,32.861725,5.70879e-02,1.12889e-02,2.06729e+01,5.65909e-02,1.11490e-02,2.12385e+01,5.69804e-02,1.12449e-02,2.23882e+01
72,70.117891,33.303944,5.55038e-02,1.06999e-02,2.00992e+01,5.50059e-02,1.05646e-02,2.06436e+01,5.54015e-02,1.06569e-02,2.17678e+01
73,70.876561,33.789762,5.39750e-02,1.01370e-02,1.95456e+01,5.34771e-02,1.00063e-02,2.00699e+01,5.38784e-02,1.00952e-02,2.11694e+01
74,71.658895,34.294480,5.25001e-02,9.60029e-03,1.90115e+01,5.20028e-02,9.47412e-03,1.95166e+01,5.24096e-02,9.55973e-03,2.05923e+01
75,72.418230,34.769096,5.10772e-02,9.08942e-03,1.84962e+01,5.05815e-02,8.96777e-03,1.89832e+01,5.09934e-02,9.05021e-03,2.00358e+01
76,73.173709,35.252877,4.97048e-02,8.60408e-03,1.79993e+01,4.92116e-02,8.48685e-03,1.84690e+01,4.96281e-02,8.56627e-03,1.94994e+01
77,73.928640,35.727893,4.83814e-02,8.14369e-03,1.75200e+01,4.78915e-02,8.03081e-03,1.79736e+01,4.83122e-02,8.10738e-03,1.89824e+01
78,74.743061,36.203903,4.71054e-02,7.70759e-03,1.70579e+01,4.66200e-02,7.59897e-03,1.74964e+01,4.70443e-02,7.67285e-03,1.84842e+01
79,75.505430,36.677615,4.58753e-02,7.29499e-03,1.66125e+01,4.53956e-02,7.19056e-03,1.70369e+01,4.58227e-02,7.26188e-03,1.80042e+01
80,76.260621,37.159823,4.46899e-02,6.90499e-03,1.61832e+01,4.42169e-02,6.80463e-03,1.65945e+01,4.46461e-02,6.87355e-03,1.75419e+01
81,77.012975,37.640028,4.35474e-02,6.53661e-03,1.57695e+01,4.30824e-02,6.44027e-03,1.61688e+01,4.35129e-02,6.50690e-03,1.70967e+01
82,77.771361,38.124485,4.24464e-02,6.18885e-03,1.53708e+01,4.19906e-02,6.09649e-03,1.57590e+01,4.24215e-02,6.16092e-03,1.66678e+01
83,78.508927,38.590617,4.13851e-02,5.86069e-03,1.49865e+01,4.09397e-02,5.77225e-03,1.53646e+01,4.13701e-02,5.83458e-03,1.62547e+01
84,79.307081,39.073820,4.03618e-02,5.55108e-03,1.46159e+01,3.99280e-02,5.46648e-03,1.49849e+01,4.03569e-02,5.52685e-03,1.58566e+01
